apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
gaya 	KD 	5 	z 		gaya KD z 5 . zimbe 5 .
gazi 	DK 	5 	z 		gazi DK z 5 . ropa 5 .
gazvo 	DK 	5 	z 		gazvo DK z 5 . Gazvo ndicho chinoshandiswa pakutyaira bhazi kana mota kana kuti isabude mumugwagwa kuti itsauke. Gazvo raruza mota ikarovera pamuti. chidhiraivho 7, mudhiraivho 3 .
gebe 	D- 	5 	z 		gebe D- z 5 . mwiwa 5 .
gebhuru 	KDD 	5 	z 		gebhuru KDD z 5 . Gebhuru mudhuri wakakwirira uri kumativi ehozi.
gedhe 	KD 	5 	z 		gedhe KD z 5 . gedhi 5 .
gedhi 	KD 	5 	z 		gedhi gedhe KD z 5 . Gedhi inzvimbo yokupinda nayo panzvimbo inenge ine ruzhowa kana waya. Gedhi inzvimbo iri pakati pamapango maviri, inoshandiswa pakutamba bhora panova ndipo panomwiswa bhora.
gejo 	D- 	5 	z 		gejo geja D- z 5 . Gejo mudziyo wesimbi unoshandiswa pakurimisa.
gekenya 	K- 	5 	z 		gekenya K- z 5 . gwande 5 .
gen'a 	KD/DK 	5 	z 		gen'a KD/DK z 5 . Gen'a chikwata chevanhu chinowirirana pane zvimwe zvinhu kazhinji pamisikanzwa. Pandakaona abatana negen'a yemuraini ndakaona kuti hapachina chakanaka.
gengezha 	D- 	5 	z 		gengezha D- z 5 . Gengezha mukombe unenge wasakara. Gengezha mukombe hazvienzani nokumwira mudemhe.
gera 	DK 	5 	z 		gera DK z 5 . Gera murume akura zvokuti ndebvu dzava kukura.
getsi 	KD 	5 	z 		getsi KD z 5 . Getsi isimba rinofamba nemuwaya rinoshandiswa pakufambisa michina, kubikisa, kudziyisa miviri uye kuvheneka. Magetsi akadzima upenyu hwemutaundi hunonetsa.
gevha 	DK 	5 	z 		gevha DK z 5 . Gevha munhu asingavimbiki uye anoda zvekufara chaizvo, kazhinji nezvinhu zvisiri zvake. Ukapa gevha mari haidzoswi.
gidi 	D- 	5 	z 		gidi D- z 5 . Gidi rudzi rwepfuti inoiswa bara rimwe chete panguva imwe.
giramu 	DKD 	5 	z 		giramu DKD z 5 . Giramu muraudzo wokutanga-tanga pauremu hwechinhu. Ndinoda nyama inorema magiramu mazana mana.
giramufomu 	DKDDD 	5 	z 		giramufomu DKDDD z 5 . Uyu wairidzwa marekodzi wambotanga waukurunga.
girandera 	DKDD 	5 	z 		girandera DKDD z 5 . Uyu muchero womuti unonzi mu girandera , unoita zvokutanda.
girasiya 	DKDD 	5 	z 		girasiya DKDD z 5 . Aya makomborero anopiwa munhu kuburikidza nokunamata nokuteera mitemo yaMwari.
giraundi 	DKDD 	5 	z 		giraundi DKDD z 5 . nhandare 9 .
girazi 	DKD 	5 	z 		girazi DKD z 5 . Ma girazi ndiwo anoiswa pafafitera kana kuti pahwindo kuti mhepo isapinde, asi chiedza chichikwanisa kupinda, uye vari mukati vachikwanisa kuona zviri kunze. Girazi mudziyo unoita kuti munhu akwanise kuona chiso chake kana kushambidzika kwemuviri. Girazi kamudziyo kanonjenjemera, kanoshandiswa kumwira mvura, doro nezvimwe zvinwiwa.
giredhi 	DKD 	5 	z 		giredhi DKD z 5 . Giredhi idanho rokudzidza kana kuti repabasa kubva pasi pokutanga kusvika pamusoro. Mwana wangu ava mugiredhi rechishanu. gwaro 5, danho 5 .
girepi 	DKD 	5 	z 		girepi DKD z 5 . Girepi muchero unoshandiswa kugadzira waini, unoberekwa nemuti unotanda.
girevhi 	DKD 	5 	z 		girevhi DKD z 5 . Girevhi rudzi rwetuupfu tunoiswa mumuriwo kuti uite muto unonaka.
giridhi 	DKD 	5 	z 		giridhi DKD z 5 . Giridhi mitsetse yakarurama inenge yakavakwa nesimende, yakachinjika mumugwagwa, iine mwena pakati payo, kuti mhuka dzisapfuure.
girisi 	DKD 	5 	z 		girisi girizi DKD z 5 . Girisi mafuta anoshanda pamichina, pamotokari nezvimwewo zvinhu, kuitira kuti simbi dzisakwizana uye dzisaita ngura.
girizi 	DKD 	5 	z 		girizi DKD z 5 . girisi 5 .
girobhu 	DKD 	5 	z 		girobhu DKD z 5 . Girobhu imboni yemagetsi.
girosa 	DKD 	5 	z 		girosa DKD z 5 . Girosa chitoro chinonyanyotengesa zvinhu zvokudya.
giroto 	DKD 	5 	z 		giroto DKD z 5 . Giroto inzvimbo diki inoyevedza, inenge bako, inoshandiswa kunamatira uye iine mufanidzo waMaria musande akaitwa zvokuumbwa.
girovhisi 	DKDD 	5 	z 		girovhisi girovhu, girovhosi DKDD z 5 . Iyi inhumbi inopfekwa mumaoko chigunwe chimwe nechimwe chiri mukmwena kacho. Kana usingadi kubatwa maoko nechando unopfeka magirovhisi.
girovhu 	DKD 	5 	z 		girovhu DKD z 5 . girovhisi 5 .
gitare 	DKD 	5 	z 		gitare gatare DKD z 5 . Gitare mudziyo une danda newaya dzakapadzirwa kuti dzirire, uyo unoshandiswa pakuridza mhanzi.
giwa 	KD 	5 	z 		giwa kiwa KD z 5 . Giwa izwi rinoshandiswa kureva murungu kana kuti munhu weganda jena.
giya 	KD 	5 	z 		giya KD z 5 . Giya kasimbi kanofambisa muchina zvishoma kana zvakanyanya. Kuti ukwire mukwidza, isa motokari mugiya rine simba.
go 	D 	5 	z 		go igo D z 5 . Go kachipembenene kakaita sezingizi, kanoruma nekumashure, uye kane kachiuno katetetete. miswa 11 .
gobo 	DK 	5 	z 		gobo DK z 5 . Gobo muti unenge wacherwa kuti ubviswe. Inda unotsvaga huni kumagobo.
goche 	D- 	5 	z 		goche D- z 5 . Goche rudzi rwesora rinotambarara sefeso.
gochihwo 	DKD 	5 	z 		gochihwo DKD z 5 . Gochihwo rudzi rweshiri ine musoro mutema nebesu dema. mutoweguru 3, godowa 5 .
godo 	K- 	5 	z 		godo K- z 5 . bvupa 5 .
godo 	KD 	5 	z 		godo KD z 5 . Godo ishuga, kofi kana zvimwe zvinenge zvaumbana zvoomarara kuita godo . Kana munyu ukainda mvura unoita magodo. Godo ibundu rinenge riri muviri womunhu richikonzerwa nokurwara. shanje 9 .
godobori 	KKKD 	5 	z 		godobori godoboro KKKD z 5 . Iyi in'anga inenge iri nyanzwi chaizvo pabasa rayo rokushopera. homba homba 9 .
godowa 	DKD 	5 	z 		godowa DKD z 5 . gachihwo 5 .
godzamukaka 	D- 	5 	z 		godzamukaka D- z 5 . Urwu rudzi rwehowa.
godzongwa 	KDK 	5 	z 		godzongwa KDK z 5 . Godzongwa idoro riri padanho rokutanga pakubikwa. masvusvu 6, masvetu 6 .
gogogo 	DKD 	5 	z 		gogogo DKD z 5 . Kana chinhu chati gogogo chinenge charamba zvachose zvachinenge chichinzi chiite. Simbi yengoro yandakatenga, ndakaedza kuipinza panzvimbo payo, ikabva yati gogogo kuramba.
gogoro 	KDD 	5 	z 		gogoro KDD z 5 . Ma gogoro magirazi okudzivirira zuva.
goho 	KK 	5 	z 		goho KK z 5 . Goho idanda gobvu, pfupi rinoshandiswa kurovesa. Mombe yarohwa negoho ikavhunika gumbo.
goko 	K- 	5 	z 		goko K- z 5 . Goko isadza rinosara rakanamatira papoto kana munhu wabika ukapakura. garwe 5 .
gokoko 	DKD 	5 	z 		gokoko DKD z 5 . Gokoko mudziyo weisimbi ungava mugomo unoshandiswa kupimisa chibage kana zvimwewo. Era magokoko mana ezviyo unogaisa. bhagidhi 5 .
gokora 	KKD 	5 	z 		gokora KKD z 5 . Gokora ndechekunze kwenhengo yoruoko panokombama kana munhu apeta ruoko. gonokono 5 .
gokoro 	KKD 	5 	z 		gokoro gokore KKD z 5 . Gokoro inzvimbo inowanzowanikwa mubani inowanikwa mvura nevhu rinovava rinogona kunanzwiwa nemombe inowanzowanikwa mabani.
goma remwabvi 	KD KDK 	5 	z 		goma remwabvi KD KDK z 5 . Uku kutsvaga munhu akapara mhosva nekupa vose vanofungidzirwa mushonga unoita kuti zvibude pachena. muteyo 9, machihundu 6 .
-gomara 	K 	5 	z 		-gomara K z 5 . Ku gomara kusakwanisa kucheka kana kutema. Shanhu rikagomara rinorwadza kushandisa. -goma .
gomarara 	K- 	5 	z 		gomarara K- z 5 . Urwu rudzi rwemuti unomera pane umwe muti ruchitandira pauri. gomararwa 5 .
gomararwa 	KKDK 	5 	z 		gomararwa KKDK z 5 . gomarara 5 .
gomba 	D- 	5 	z 		gomba D- z 5 . Gomba murume anodanana nemukadzi wemumwe murume. mhombwe 9 .
gomba 	DK 	5 	z 		gomba DK z 5 . Gomba mwena unosara kana vanhu vakachera imwe nzvimbo nokubvisa ivhu racherwa.
gombarume 	D- 	5 	z 		gombarume D- z 5 . Uyu murume anotora mukadzi womunhu. gomba 5 .
gombe 	DK 	5 	z 		gombe DK z 5 . Gombe munhu muhombe kana akakosha. Gombe risati rasvika hapana zvinoitwa.
gombedzanwa 	KKDK 	5 	z 		gombedzanwa KKDK z 5 . Uku kukutsiranwa kana kubatsiranwa pakutukwa, kurohwa kana kuitirwa chimwe chinhu.
gombekombe 	D- 	5 	z 		gombekombe D- z 5 . hombekombe 9 .
gombemukombera 	DKDKKD 	5 	z 		gombemukombera DKDKKD z 5 . Kana muchinge maitwa gombemukombera munenge mawirwa nedambudziko guru kwazvo.
gombero 	D- 	5 	z 		gombero D- z 5 . gango 5 .
gombora 	KKD 	5 	z 		gombora KKD z 5 . Gombora idoro rinozonwiwa masikati nhimbe yava pakati. chiwanano 7 .
gombwe 	K- 	5 	z 		gombwe K- z 5 . svikiro 5 .
gomo 	D- 	5 	z 		gomo D- z 5 . Gomo inzvimbo yakakwirira, ine mabwe nemiti, inogara mhuka dzakaita semakudo nembira. Kana uri mugomo guru, unogona kuona nzvimbo kana zvinhu zviri kure.
gon'a 	KD 	5 	z 		gon'a KD z 5 . Gon'a chibundu chinenge chiri pamuti.
gona 	D- 	5 	z 		gona D- z 5 . Gona ibako guru rakadzika rinokwanisa kuhwanda vanhu. Nguva yemadzviti vanhu vaipinda mugona.
gona 	DK 	5 	z 		gona DK z 5 . Gona chidende chomushonga chinoshandiswa nen'anga.
gonamombe 	D- 	5 	z 		gonamombe D- z 5 . Iyi inyanga yemhuka huru inoshandiswa kuchengetera kana kusvutisa chimonera.
gondano 	D- 	5 	z 		gondano D- z 5 . mukarirano 3 .
gonde 	D- 	5 	z 		gonde D- z 5 . mukonde 3. .
gondo 	DK 	5 	z 		gondo DK z 5 . Gondo ishiri yakakura inodya huku, dzimwe shiri nemhuka diki.
gondohwe 	DKD 	5 	z 		gondohwe hondohwe DKD z 5 . Gondohwe ihwai hono.
gondora 	DDK 	5 	z 		gondora gondoro DDK z 5 . Gondora imhuru inenge isisayamwi mukaka wamai. chigondora 7 .
gondoro 	KDK 	5 	z 		gondoro KDK z 5 . Gondoro chigutsa chinenge chakapiswa panzvimbo inenge ichida kuzorimwa.
gondova 	DDK 	5 	z 		gondova DDK z 5 . Gondova zimbwa gono rinenge rakakura chaizvo.
gonera 	D- 	5 	z 		gonera D- z 5 . Gonera inzvimbo inomorwa uchi kwemakore akati kuti.
gongo 	D- 	5 	z 		gongo D- z 5 . Gongo kanyama kakamira pamusuo wesikarudzi yemunhukadzi. Gongo isikarudzi yomunhukadzi kana yemhuka hadzi. beche 5 .
gongonya 	K- 	5 	z 		gongonya K- z 5 . Gongonya idehwe rinenge rakaomarara.
gonhi 	KD 	5 	z 		gonhi KD z 5 . Gonhi ndiro rinovhariswa musuo wemba kana zvimwe zvivakwa. sasa 5 .
gonho 	D- 	5 	z 		gonho D- z 5 . Gonho imbwa inenge isiri hadzi uye isiri handa.
gonje 	DK 	5 	z 		gonje DK z 5 . Gonje chishizha chinoti chikapondwa-pondwa chinoburitsa faibha.
gonje 	KD 	5 	z 		gonje KD z 5 . Gonje chishanga chechibage, zviyo, mapfunde kana mhunga.
gono 	K- 	5 	z 		gono K- z 5 . Gono imhuka yechirume inenge yakakura.
gonokono 	KDKD 	5 	z 		gonokono KDKD z 5 . gokora 5 .
gonya 	KD 	5 	z 		gonya KD z 5 . Gonya kuita nharo uchivimba kuti mumwe achazokubatsira pakamuka bongozozo. mukonyo 3 .
gonyedanga 	DDDK 	5 	z 		gonyedanga DDDK z 5 . Urwu rudzi rwehonye dzinogara mudanga kana mundove yemombe.
gonyo 	DK 	5 	z 		gonyo goyo DK z 5 . Gonyo igudo gadzi. mboi 9, mamutindi 6 .
gonyora 	KKD 	5 	z 		gonyora KKD z 5 . Gonyora munhu anoita zvinhu zvinopikisana nezvinofarirwa navamwe.
gonzongo 	DDK 	5 	z 		gonzongo DDK z 5 . gavakava 5 .
gonzvamutenda 	KKDDD 	5 	z 		gonzvamutenda KKDDD z 5 . Uyu muripo unobvisva nomunhu anenge arova munhu zvokumupa maronda.
gonzvi 	DK 	5 	z 		gonzvi DK z 5 . Gonzvi munhu anenge ari nyanzvi pakurwa. gamba 5 .
goo 	DK 	5 	z 		goo DK z 5 . Goo iropa rinenge rakagwamba.
goona 	K- 	5 	z 		goona K- z 5 . gokora 5 .
goorwa 	K- 	5 	z 		goorwa K- z 5 . Goorwa zvinhu zvakaita senzungu zvinenge zvatswiwa muduri.
gope 	K- 	5 	z 		gope K- z 5 . Gope chirwere chinoita kuti munhu anzwe kuda kungorara nguva dzose.
gopfu 	DK 	5 	z 		gopfu DK z 5 . Gopfu ivanga rinoratidza nhengo yomuviri yakamboita ronda. dzvadzi 5 .
gora 	KD 	5 	z 		gora KD z 5 . Gora ishiri inodya zvinhu zvafa zvoga. Gora ikiti yomusango inogona kudya huku kana zvimwe zvidiki zvinopfuwiwa pamba.
gore 	DK 	5 	z 		gore DK z 5 . Gore inguva inoita mwedzi gumi nemiviri. Gore chiratidzo chiri mudenga, chinodzivirira zuva nemwedzi kuti zvisapa chiedza chakawanda panyika, uyewo gore rinonaisa mvura.
goriondo 	DKDD 	5 	z 		goriondo DKDD z 5 . Uyu muchero womuti unonzi mugoriondo.
goritoto 	DKDD 	5 	z 		goritoto DKDD z 5 . Iri zinhu zirefurefu rinotyisa rinoonekwa pamutambo, kunyanya wezvinyao, rinenge riri munhu ari pamadondoro akafukidza kumeso negumbeze.
gorodhi 	KDD 	5 	z 		gorodhi KDD z 5 . goridhi 5 .
gorokodzi 	KKDK 	5 	z 		gorokodzi KKDK z 5 . nyanzvi 9 .
goromondo 	DDKD 	5 	z 		goromondo DDKD z 5 . Iri ibarwe, nyimo kana nzungu yakakurisa kudarika zvainofanira kuva. Ungadya goromondo rebarwe woga ungapedza here? gonon'ono 5 .
goronyera 	D- 	5 	z 		goronyera D- z 5 . Uyu munhu kazhinji murume asingatendeseki, anopona nokukuruka vamwe.
goroondo 	K- 	5 	z 		goroondo K- z 5 . Ichi chimhuka chinongotyisa.
gororwa 	KDK 	5 	z 		gororwa KDK z 5 . gararwa 5 .
gorosi 	D- 	5 	z 		gorosi D- z 5 . Gorosi imbeu inorimwa, inokuyiwa upfu hwokubikisa chingwa. Gayisa gorosi tigobika chingwa.
gorosviba 	D- 	5 	z 		gorosviba D- z 5 . Uyu munhu ane ganda demadema.
gorufu 	KDD 	5 	z 		gorufu gorofu KDD z 5 . Gorufu mutambo unoshandiswa tsvimbo dzokurovesa bhora kuti riwire mumwe memakomba akatenderedza nhandare yacho. Ndiri mutambi anozikanwa negorufu.
gorwa 	KD 	5 	z 		gorwa KD z 5 . Gorwa chirimwa kana mudzi usingadyiki, kazhinji pamusana pekuvava zvakanyanya.
gosoro 	KKD 	5 	z 		gosoro KKD z 5 . Gosoro chirwere chinoita munhu, zvikuru kana achinzwa dzihwa, chinorwadzisa chifuva. chikosorwa 5 .
gosorwa 	KDK 	5 	z 		gosorwa KDK z 5 . gosoro 5 .
gota 	DK 	5 	z 		gota DK z 5 . Gota imba inorara vakomana kana varume vasati varoora.
gotakota 	D- 	5 	z 		gotakota D- z 5 . Gotakota kukotama kwevanhu vazhinji vanenge vachiita basa. Rakanga riri gotakota kusakura mumunda mashe.
gotamukota 	D- 	5 	z 		gotamukota D- z 5 . Uyu munhu akareba chaizvo. Gotamukota hainetseki kudya hute.
goto 	DK 	5 	z 		goto DK z 5 . hoto 9 . Goto igoronga guru rinotoerera mvura munguva yezhizha, asi risati rasvika panhanho yokunzi rwizi.
gotokoto 	K- 	5 	z 		gotokoto K- z 5 . gotora 5 .
gotoori 	KKDK 	5 	z 		gotoori [gohori] KKDK z 5 . Urwu rudzi rwetsenza runoita muti une mazanhi akasvibarara.
gotsi 	D- 	5 	z 		gotsi D- z 5 . Gotsi kusure kwemusoro.
gotsikotsi 	DKDD 	5 	z 		gotsikotsi DKDD z 5 . Uyu munhu anogara akangokotsira nguva dzose. Zvaava gotsikotsi, asi akadyiswa.
gotwe 	DK 	5 	z 		gotwe DK z 5 . Gotwe mwana anenge apedzisira kuzvarwa mumhuri. rugotwe 11, chigumisirwa 7 .
gotyo 	KD 	5 	z 		gotyo KD z 5 . Gotyo rudzi rwedzvinyu runofarira kupoterera nemadziro emba. dzvinyu 5, chipotanemadziro 7 .
gova 	D- 	5 	z 		gova D- z 5 it . Mugova murwizi makaoma musina mvura.
govedzi 	D- 	5 	z 		govedzi D- z 5 . Govedzi munhukadzi anorara navarume vakawanda achipiwa muripo. Govedzi rinokupa mukondombera ukarara naro. pfambi 9, hure 5 .
govere 	D- 	5 	z 		govere D- z 5 . Govere mutungamiriri wevaimbi kana vatambi.
govero 	D- 	5 	z 		govero D- z 5 . Govero inzvimbo inourayirwa chipfuyo kana mhuka nokugoviwa.
govo 	DK 	5 	z 		govo DK z 5 . kovo 1a .
govoyo 	K- 	5 	z 		govoyo K- z 5 . Govoyo ndepakapinda mukati sepemombe yashanda, ine zhara. Mombe iri kubudisa govoyo haina kuguta.
gozho 	D- 	5 	z 		gozho D- z 5 . gonzo 5 .
gube 	D- 	5 	z 		gube D- z 5 . Gube munhu anoita basa rokutsotsa vamwe.
gubwe 	D- 	5 	z 		gubwe guhwe D- z 5 . Gubwe rudzi rwetsuro tsvuku.
guchu 	DK 	5 	z 		guchu DK z 5 . Guchu idemhe rakaoma, rokuisira zvokudya kana munhu uchifamba rwendo. deteni 5, dede 5 .
gudu 	D 	5 	z 		gudu D z 5 . Gudu chimedu kana kuti chidimu chinenge chabviswa pane chimwe chinhu.
gudza 	D- 	5 	z 		gudza D- z 5 . gumbeze 5 . Gudza igumbeze rakarukwa nerwodzi.
gudzadungwe 	KKKD 	5 	z 		gudzadungwe KKKD z 5 . Uyu munhu anongoteverera vamwe asinawo pfungwa dzekuita zvake oga. Musaita zvegudzadungwe zvokuti zvandataura ndizvozvo. Fungaiwo! gudzamudungwe 5 .
gudzamudungwe 	KKKKD 	5 	z 		gudzamudungwe KKKKD z 5 . gudzadungwe 5 .
gudzazwi 	KDK 	5 	z 		gudzazwi KDK z 5 . Gudzazwi chimuchina chinoshandiswa nemunhu, kana achitaura nevanhu vakawanda, kuitira kuti izwi rake risvike kure.
gudzururu 	D- 	5 	z 		gudzururu D- z 5 . Umu muzasi mehozi.
gufu 	KD 	5 	z 		gufu KD z 5 . Gufu uvhururira hunosaririra panenge pachekwa kana kudyirwa chikafu. Gufu iganda rekunze rezvirimwa zvakaita senzungu kana chibage.
gugunanzvu 	KDKD 	5 	z 		gugunanzvu KDKD z 5 . Uyu musvi kana muto unowanikwa mumaruva anodyiwa nenyuchi. Ichi chidyiwa chinotapira zvakanyanya. dakunanzva 5 .
guhwe 	D- 	5 	z 		guhwe D- z 5 . Guhwe rudzi rwetsuro huru inogara mumakomo. guba 5 .
guhwu 	K- 	5 	z 		guhwu K- z 5 . mukurumbira 3 .
gukano 	DKK 	5 	z 		gukano DKK z 5 . gano 5 .
guku 	K- 	5 	z 		guku K- z 5 . Guku zihuku rakakura chaizvo.
gukumatsatse 	K- 	5 	z 		gukumatsatse K- z 5 . Iri isadza rinobikwa neupfu hwakasangana hwechibage nehwezviyo.
gukurahundi 	KKDKK 	5 	z 		gukurahundi hukurahwindi KKDKK z 5 . Iyi imvura inowanzonaya kana vanhu vapedza kupura.
gukuravhu 	KKDK 	5 	z 		gukuravhu KKDK z 5 . Uku kuchereka kunoita pasi pamusana pemvura inoerera pavhu risina chakarivharira. Komekedzai vanhu kuti vasime miti nemaruva kuti gukuravhu riite shoma.
gukurume 	KKKD 	5 	z 		gukurume KKKD z 5 . Iyi ihuku huru. jongwe 5 .
gukurwa 	KDK 	5 	z 		gukurwa KDK z 5 . Gukurwa ndezvinosarira panenge payerera mashizha zvinenge mashizha netumuti. makutsi 6 .
gukurwizi 	KKDK 	5 	z 		gukurwizi KKDK z 5 . Iyi ishiri inogara mumvura kana munzizi. hukurwuzu 9, nhapata 9 .
gukuta 	K- 	5 	z 		gukuta K- z 5 . Gukuta idehwe rakaomarara. ganganyarwa 5 .
gukutiwa 	K- 	5 	z 		gukutiwa vhukutuwa, bvukutiwa K- z 5 . Urwu rudzi rwenjiva hombe ine mutaro mutema pahuro.
gukutu 	K- 	5 	z 		gukutu K- z 5 . Gukutu rudzi rwedanda rakaomarara.
gukwa 	KD 	5 	z 		gukwa KD z 5 . Gukwa chibage chinenge chatemwa chounganidzwa chakamirira kufururwa. sitaki 9 .
guma 	D- 	5 	z 		guma D- z 5 . Guma musoro wakanyanya kubuda nechepamusoro pemaziso sowegudo kana shoko.
gumamiti 	DDDK 	5 	z 		gumamiti DDDK z 5 . Uyu munhu muhombe akasimba. hamburamakaka 9 .
gumba 	DK 	5 	z 		gumba DK z 5 . guhwa 5 .
gumbakamwe 	DDDK 	5 	z 		gumbakamwe DDDK z 5 . Uku kuita chinhu kamwe chete. Iyi imhuka kana motokari inobvisa zvinoda kutakurwa panguva imwe chete.
gumbatidzo 	KKKD 	5 	z 		gumbatidzo KKKD z 5 . Ichi chimuti chinoiswa pamusuwo, chinotsikwa nevanhu pakupinda nokubuda. chikumbaridzo 7 .
gumbekumbe 	D- 	5 	z 		gumbekumbe D- z 5 . Uyu munhu anongotora zvese zvese nezvimwe zvisina basa.
gumbeze 	DKK 	5 	z 		gumbeze gumbezu DKK z 5 . Gumbeze ndiro rinofugwa nevanhu pakurara. jira 5, gudza 5, gumbezi 5 .
gumbezi 	DKD 	5 	z 		gumbezi DKD z 5 . gumbeze 5 .
gumbezu 	DKD 	5 	z 		gumbezu DKD z 5 . gumbeze 5 .
gumbi 	DK 	5 	z 		gumbi DK z 5 . Gumbi kanzvimbo kanenge kaine ruvara rwako kega pachinhu.
gumbi 	K- 	5 	z 		gumbi K- z 5 . Gumbi vanhu vanenge vakaungana pamwe chete. mhomho 9 . Gumbi remombe imombe dzakawanda, kazhinji kana dziri dzemunhu mumwe chete.
gumbidziro 	D- 	5 	z 		gumbidziro D- z 5 . Iyi ihari hombe inochengeterwa doro richizotorwa rava kuiswa muhari diki. mbidziro 9 .
gumbikumbi 	D- 	5 	z 		gumbikumbi D- z 5 . Umu muzasi mehozi. muhudza 3 .
gumbikumwe 	DDKK 	5 	z 		gumbikumwe DDKK z 5 . Iyi itsika yokungotevedzera zvaitwa nevamwe.
gumbiramoto 	KKKDK 	5 	z 		gumbiramoto KKKDK z 5 . mbuyamuderere 9 .
gumbire 	D- 	5 	z 		gumbire D- z 5 . Gumbire munhu ane tsika yokungokumbira zvose zvose.
gumbonditakure 	DDKDKD 	5 	z 		gumbonditakure DDKDKD z 5 . Uku kutiza kwemunhu ari kutya. chitsokandibereke 7 .
gumbu 	DK 	5 	z 		gumbu DK z 5 . Gumbu inzira inenge yakakura nokuti inofambwa nevanhu vakawanda.
gumbukumbu 	DDKK 	5 	z 		gumbukumbu DDKK z 5 . Ichi chimbuyu chine makwati matema, chinodyiwa uye, chinokwanisa kuruma negotsi. gakata 5, rumanegotsi 5, dhandaruma 5 .
gumbwa 	DK 	5 	z 		gumbwa DK z 5 . gata 5 .
gumisiro 	KKD 	5 	z 		gumisiro KKD z 5 . Uku ndiko kumucheto wechinhu kana maperero echiitiko. mhedzisiro 9, magumo 6 .
gumiso 	KKD 	5 	z 		gumiso KKD z 5 . Gumiso kupera kwechinhu. Gumiso rezvauri kuita rufu. gumo 5 .
gumo 	K- 	5 	z 		gumo K- z 5 . gumiso 5 .
gumogumo 	KDKD 	5 	z 		gumogumo KDKD z 5 . Uhwu uwandu hwezvipfuwo hunoshamisa.
gumururo 	KKKD 	5 	z 		gumururo KKKD z 5 . Iyi imari inopihwa mukadzi, yokutaurirwa kunzi arambwa. gupuro 5 .
gumwe 	D- 	5 	z 		gumwe D- z 5 . gunwe 5 .
gumwe 	KD 	5 	z 		gumwe KD z 5 . Gumwe chibvumirano chokushanda pamwe chete pabasa rokurima kana rimwewo basa, chinobatsira avo vanenge vabvumirana vacho. jangano 5 .
guna 	D- 	5 	z 		guna D- z 5 . Guna nderumwe rudzi rwemashamba.
gunda 	D- 	5 	z 		gunda D- z 5 . Kana vanhu vakaita gunda vanenge vachifamba vari pamwe chete vakavanda.
gundakunda 	DDKK 	5 	z 		gundakunda DDKK z 5 . Iyi inzira yokubata nayo hove uchishandisa jira.
gundamapunga 	D- 	5 	z 		gundamapunga D- z 5 . Urwu rudzi rwemhunga runoita mhunze chena.
gundamuchai 	D- 	5 	z 		gundamuchai D- z 5 . Iyi itsika yokungotevera kuri kuenda vamwe, iwe usina chikonzero chaunoenderawo. chindoenda 7 .
gundamujai 	D- 	5 	z 		gundamujai D- z 5 . Izvi zvinhu zvakawanda zvinenge zvakangosangana.
gundamunda 	D- 	5 	z 		gundamunda D- z 5 . Iyi inzvimbo inenge yakakura chaizvo.
gundamusaira 	D- 	5 	z 		gundamusaira D- z 5 . Uku kubvumirana nechinhu chose chataurwa kana chiri kungoitwa nevamwe usingazvifungiri pachako. gundamujai 5 . Uyu munhu anobvumirana nechose chataurwa pasina chaanopikisa. dzvetera 1a .
gundangozi 	D- 	5 	z 		gundangozi D- z 5 . Urwu rudzi rwechigwenzi chidikidiki chinonyanyokura kumakomo ekumabvazuva eZimbabwe.
gundani 	KDD 	5 	z 		gundani KDD z 5 . Gundani kapuka kadiki, kane mazino emberi akapinza, kakafanana netsindi. Magundani apedza kudya chibage mumunda umo. Hamheno kuti gore rino tichakohwei.
gunde 	KD 	5 	z 		gunde KD z 5 . Gunde idzinde nyoro rechibage kana nzimbe.
gundekunde 	D- 	5 	z 		gundekunde D- z 5 . Uku kuunganidza gundi rezvinhu zvinenge zvichipurwa.
gundi 	D- 	5 	z 		gundi hundi D- z 5 . Gundi ndizvo zvinosarira panenge papurwa mbeu dzakaita semhunga, zviyo kana mapfunde. Vasikana tsvairai magundi paruware, mugoarasira kure. mashangura 6, .
gundida 	DKD 	5 	z 		gundida DKD z 5 . Gundida rudzi rwemhunga inoita mhunze dzakatsvukuruka.
gundikumwe 	DDKK 	5 	z 		gundikumwe DDKK z 5 . Iyi itsika yokungotevera vamwe usina chikonzero chokuenda kwavari kuenda.
gundizira 	D- 	5 	z 		gundizira D- z 5 . Ava vanhu kana mhuka dzakawanda dzinenge dzichifamba pamwe chete.
gundu 	K- 	5 	z 		gundu K- z 5 . Gundu mweya unonhuwa.
gundumbwiri 	DDKD 	5 	z 		gundumbwiri DDKD z 5 . Uyu muti unombotanga kuiswa pakati pemba panenge pachivakwa denga remba, asi uchizobviswa kana ramira. musimboti 3 .
gunere 	K- 	5 	z 		gunere K- z 5 . Gunere isadza rezviyo rinodyiwa namambo ari ega.
gungano 	KKD 	5 	z 		gungano KKD z 5 . Gungano kuwanda kwevanhu vanenge vari pamusangano kana mutambo.
gungiro 	KKD 	5 	z 		gungiro KKD z 5 . hata 9 .
gungudzo 	KKD 	5 	z 		gungudzo KKD z 5 . Gungudzo chiitiko chinopisa tsitsi. dambudzo 5 . Gungudzo kudemba kukuru. Gungudzo kukumbira ruregerero kana kanganwiro.
