kabayo 	D- 	12 	z 		kabayo D- z 12 . mabayo .
usahwira 	DKKD 	14 	z 		usahwira DKKD z 14 . Uhwu hushamwari hwemasaimba anonzwanana chaizvo, uye vanovigana pakufa. uganda 14, unyei 14 .
usaki 	DKD 	14 	z 		usaki DKD z 14 . Usaki chirwere cheganda chinoita kuti rivave.
usande 	DKK 	14 	z 		usande DKK z 14 . Usande kuva nemaitiro ekuva munhu mutsvene asina zvivi.
usanza 	D- 	14 	z 		usanza D- z 14 . Usanza idendere reshiri rakagadzirwa netutanda.
usavi 	DKK 	14 	z 		usavi DKK z 14 . Usavi inyama kana muriwo wekudyisa sadza. muriwo 3 .
ushamwari 	DKKK 	14 	z 		ushamwari DKKK z 14 . Uku kuwirirana kuripo pakati pevanhu vasina ukama.
ushasha 	D- 	14 	z 		ushasha D- z 14 . Ushasha kuva neruzivo rwakanyanya rwechimwe chinhu.
ushe 	DK 	14 	z 		ushe DK z 14 . Ushe chinzvimbo chekuva mutungamiri kana mutongi wedunhu guru, rine masabhuku nemasadunhu aro.
ushingi 	DKK 	14 	z 		ushingi DKK z 14 . Ushingi kutsungirira kuita chinhu chakaoma, kana kuva nemwoyo usingatyi nhando. umhare 14 .
ushunga 	D- 	14 	z 		ushunga D- z 14 . Ushunga mushonga wokuchengetedza dura, kana mbeu dziri mumunda, kuti dzisatorwe nevanoshandisa mishonga.
ushungu 	D- 	14 	z 		ushungu D- z 14 . Ushungu kuva nemaitiro ekushatirwa zvekuda kukuvadza vamwe.
ushwashwashwa 	D- 	14 	z 		ushwashwashwa D- z 14 . Urwu ruzha runoitwa kana munhu achifamba achitsika mashizha akaoma.
ushwindi 	DDK 	14 	z 		ushwindi DDK z 14 . Munhu ane ushwindi anenge asingatirimuki.
usikana 	DKDK 	14 	z 		usikana DKDK z 14 . Iyi inguva inobvira munhukadzi ari mudiki kusvika aite imba yake. ANTONYMS ukomana 14. Iyi inguva iyo munhukadzi anenge asati aziva murume. ANTONYMS ukomana 14.
usiku 	DKK 	14 	z 		usiku DKK z 14 . Usiku inguva inenge kwava nerima, zuva radoka. Varoyi vanofamba namazizi avo usiku, vamwe vanhu vose varere. ANTONYMS masikati 6. Usiku izwi rinoshandiswa kureva munhu asina zvaanoziva, kana kuti asina njere dzakapinza.
usimbe 	D- 	14 	z 		usimbe D- z 14 . Usimbe kusada kuita basa. Ane usimbe hwokuti kana kuwacha hembe dzake haagoni. ANTONYMS ubasa 14.
uso 	DK 	14 	z 		uso usu DK z 14 . Uso hwomunhu huri pamberi pomusoro, huchibva pachirebvu kusvika pahuma. chiso 7, hope 9 .
usono 	DDK 	14 	z 		usono DDK z 14 . Usono imhodzi yenzungu kana yeshomhwe.
usopo 	D- 	14 	z 		usopo D- z 14 . Usopo indebvu dzepamuromo, dzinomera pakati pemhuno nemuromo wepamusoro. Vane usopo urefu havanwidzanwi navo hwahwa.
usundiranwa 	DDKKD 	14 	z 		usundiranwa DDKKD z 14 . Uku kurambirana mhosva, mumwe nemumwe achitendeka mumwe kuti ndiye azviita. Uku kuregererana kuita basa, mumwe nemumwe achifunga kuti mumwewo ndiye achariita.
usungwa 	DKD 	14 	z 		usungwa DKD z 14 . Usungwa kuva munhu akachengetedzwa, mushure mokunge wapara mhosva.
usvasvi 	DDK 	14 	z 		usvasvi DDK z 14 . Usvasvi mambure anoshandiswa kubata hove. rusvisvi 11, rumbure 11 .
usvinu 	DDK 	14 	z 		usvinu DDK z 14 . ungarara 14 .
usvisva 	D- 	14 	z 		usvisva D- z 14 . Usvisva idziva rakadzika zvikuru.
usvisvi 	DDK 	14 	z 		usvisvi DDK z 14 . Usvisvi idziva rakasvibirira, rakadzika, rine mvura inoita seisingaereri. Muna Save mune usvisvi hwamadziva engwena nenjuzu. hwenje 14 .
usvusvu 	DDK 	14 	z 		usvusvu DDK z 14 . Usvusvu ibota dete. Usvusvu muto mutete.
uswa 	DK 	14 	z 		uswa DK z 14 . Uswa tumerwa twunobuda twega muvhu twakasvibirira, twunowanzofurwa nemhuka, kana kusakurwa nevanhu muminda kana muzvivanzi zvavo. bundo 5, sora 5 .
uta 	DK 	14 	z 		uta DK z 14 . Uta chombo chakagadzirwa nemuti wakakombama nerwodzi, chinoshandiswa kupotseresa museve.
utachiona 	DDKD 	14 	z 		utachiona DDKD z 14 . Utwu tupuka tudikidiki tusingaoneki, tunokonzera zvirwere.
utaitai 	D- 	14 	z 		utaitai D- z 14 . Utaitai moto unenge wakawanda, uchipenya uchidzima, uchipenyazve. Utaitai kupenya kwechinhu.
utano 	DKK 	14 	z 		utano DKK z 14 . Utano mamiriro akaita muviri wechisikwa, nemanzwiro achinoita kusimba kwacho. Kuva ne utano kuva munhu akagwinya asina zvinomurwadza.
utapi 	DKK 	14 	z 		utapi DKK z 14 . Utapi kutora vanhu uchivaisa muusungwa.
utapitapi 	DKDKD 	14 	z 		utapitapi DKDKD z 14 . Uku kunaka kwakanyanyisa kwechinhu chakaita seshuga kana uchi.
utapuri 	DKKD 	14 	z 		utapuri DKKD z 14 . Uku kuita zvekudenha, uchitsvaga kutsamwisa vamwe.
utapwa 	DKD 	14 	z 		utapwa DKD z 14 . uranda 14 .
utara 	DKK 	14 	z 		utara DKK z 14 . Utara kuva nemaziso anenge ava kuonera pedyo. Sekuru vakura zvokuti maziso avo ava neutara. rutara 11 .
utaratara 	D- 	14 	z 		utaratara D- z 14 . Iyi mitaro yakawanda inenge iri panhu. Mipanye yembambaira yaita utaratara mumunda.
utare 	DKD 	14 	z 		utare DKD z 14 . simbi 9 .
utata 	DKD 	14 	z 		utata DKD z 14 . Utata rudzi rwechimbuyu chinoruma nokunanaira zvinovava, chinowanzowanikwa pahuku. uzanguku 14 .
utatsvatatsva 	D- 	14 	z 		utatsvatatsva D- z 14 . Uku kupararira kunoita mvura kana chimwewo chinhu chinochururuka, chinenge charasikira pauriri.
utema 	DDK 	14 	z 		utema DDK z 14 . Utema hwemunhu masvibiro eganda rake.
utenda 	DKK 	14 	z 		utenda DKK z 14 . Utenda kurwara kunenge kuchiita munhu.
utenderi 	D- 	14 	z 		utenderi D- z 14 . Utenderi kuva munhu anobvumira pane chimwe chinhu, kunyanya zvechechi. Utenderi hwokunamata hahwupindirani nokupira midzimu.
utepa 	DDK 	14 	z 		utepa DDK z 14 . Utepa chirwere chese chese chinenge chisangarapiki.
utepe 	DKK 	14 	z 		utepe DKK z 14 . Utepe munhu munaku, mutete, akanyatsotsvinda. Vasikana vaimumhanyira nokuti paiva noutepe hwejaya.
utepfetepfe 	D- 	14 	z 		utepfetepfe utepfutepfu D- z 14 . Uku kupfava kwemidziyo yakaita semubhedha kana sofa.
utera 	DKD 	14 	z 		utera DKD z 14 . Utera kuita basa rokusona hembe.
utera 	DKK 	14 	z 		utera DKK z 14 . Utera kusakura zvakanaka kwemwana mudiki, anenge achiita seasina kukwana, kana kuti asingakwanisi zvinoita vamwe vezera rake.
uterera 	D- 	14 	z 		uterera D- z 14 . unherera 14 .
utesva 	D- 	14 	z 		utesva D- z 14 . Utesva ndepakadzikadzika penzvimbo inenge ine madhaka.
utesve 	DKD 	14 	z 		utesve DKD z 14 . Utesve mberi kwemuseve kwakapinza.
utete 	D- 	14 	z 		utete D- z 14 . Uku kuondoroka kwomunhu kana chimwewo chinhu. ANTONYMS ukobvu 14.
utete 	DDK 	14 	z 		utete DDK z 14 . Utete chinzvimbo chinopihwa kuhanzvadzi yababa mumhuri.
utiyo 	DKD 	14 	z 		utiyo DKD z 14 . Utiyo tuvana twehuku tuchangochochonywa. nhiyo 9 .
utogo 	DKD 	14 	z 		utogo DKD z 14 . Utogo kusimuka kweutsi kana huruva, kubva pasi ichikwira mudenga.
utonga 	DKK 	14 	z 		utonga DKK z 14 . Utonga kutsvuka kunoita kunze pakubuda nokuvira kwezuva. Mhembwe dzinofura utonga hwotsvuka. utunga 14 .
utsanana 	D- 	14 	z 		utsanana D- z 14 . Uku kushambidzika kwomuviri nepaunogara, uye zvokudya zvaunodya. Chimangowe chinoutsanana hwokugeza kumeso nokufusira tsvina yacho.
utsanzi 	DKK 	14 	z 		utsanzi usanzi DKK z 14 . Utsanzi kuva neungwaru pakuita zvimwe zvinhu. Muzukuru uyu ane utsanzi hwekugadzira tswanda.
utsaru 	DKD 	14 	z 		utsaru usharu DKD z 14 . Kana chinhu chava ne utsaru chinenge chava nenguva yakareba chichishanda, chava kusakara. Hembe iyi ine maburi ekuratidza utsaru hwayo.
utsi 	DK 	14 	z 		utsi DK z 14 . Utsi mweya muchena unopwititika panobvira moto. Takaona utsi kutogoka mudenga, tikaziva kuti pane kwapiswa nemheni. Utsi munhu asina chaanoziva pamusoro pezvinenge zvichiitika, kana nyaya inenge ichitaurwa.
utsinye 	D- 	14 	z 		utsinye D- z 14 . Utsinye mwoyo wakaipa, unofarira kurwadzisa vamwe. Wandiitira utsinye pawanditorera mari yangu yandakashandira mwedzi wose.
utsonyera 	DKKK 	14 	z 		utsonyera DKKK z 14 . Izvi zvimvura zvinobuda mumaziso emhembwe.
utsungarari 	DKKKD 	14 	z 		utsungarari DKKKD z 14 . Uku kushinga mumwoyo nokusatya.
utsuro 	DKK 	14 	z 		utsuro DKK z 14 . Kana munhu ane utsuro anenge ari nherera, asina chaanacho.
utsuta 	DKD 	14 	z 		utsuta DKD z 14 . Utsuta kuomera munhu asingadi kushandisa zvinhu zvake, ingava mari kana chii chaainacho. Munhu ane utsuta anofa nenzara homwe dzizere mari. rutsuta 11 .
utsva 	DK 	14 	z 		utsva DK z 14 . Utsva inzvimbo yemuviri inenge yatsva nemoto kana mvura inovira, panosvotoka ganda. Utsva hwechinhu kureva kuti chinenge chisati chamboshandiswa.
utsvene 	DDK 	14 	z 		utsvene DDK z 14 . Utsvene mugariro wokuzvibata pazviito nokusatsaudzira pamabasa. usande 14 . Utsvene kuita mugariro wekusaita zvivi nezvakaipa. Mambo Jesu akafa ane utsvene. usande 14 .
utsvuku 	DDK 	14 	z 		utsvuku DDK z 14 . Utsvuku kuve neganda risina kusviba, asi rakati kangavirei kuita ruvara rwakati njenjemerei.
utukwa 	DKD 	14 	z 		utukwa DKD z 14 . Utukwa ukama huri pakati pamasahwira, vanotaura vachitukirirana, asi riri jee.
utunga 	DKK 	14 	z 		utunga DKK z 14 . Utunga utwu twupuka twudikidiki twunogara mumvura isingaereri, twunobhururuka twuchiruma vanhu, zvinoitisa mapundu uye zvinokonzera marariya kune dzimwe nzvimbo. umhutu 14 . utonga 14 .
utununu 	D- 	14 	z 		utununu D- z 14 . udununu 14 .
uturu 	DKK 	14 	z 		uturu DKK z 14 . Uturu mate enyoka anokuvadza. Uturu ihasha dzakakomba dzinoitwa nemunhu.
-ututa 	D 	14 	z 		-ututa D z 14 . Kana munhu achiita zvo ututa anenge achiita zvakapusa.
utuvhatuvha 	DKDKD 	14 	z 		utuvhatuvha DKDKD z 14 . Aya mafambiro ekuti munhu anenge achitomuka-tomuka.
uvaki 	DKK 	14 	z 		uvaki DKK z 14 . Uvaki kuva nechido chekuti vanhu vawirirane pakugarisana. Uvaki kuva nechido chekupa vamwe mazano.
uvando 	DKK 	14 	z 		uvando DKK z 14 . Uvando inzvimbo inotizira vanhu kana pane zvavanetsa. Uvando hwedu muhondo raiva bako.
uvaravara 	D- 	14 	z 		uvaravara D- z 14 . Ichi chipfeko chinenge chakagadzirwa nematehwe ane mavara akasiyana-siyana.
uvato 	DKK 	14 	z 		uvato DKK z 14 . Uvato ndepanorara vanhu.
uvhe-evhe-e 	DKK 	14 	z 		uvhe-evhe-e DKK z 14 . Uvhe-evhe-e kupesana-pesana kunenge kuchiita zvinhu zvakawanda, zvichienda mativi akasiyana. Motokari dzinoita uvhe-evhe-e mudhorobha.
uvhevhe 	D- 	14 	z 		uvhevhe D- z 14 . Uvhevhe kuva munhu anotora zvinhu zvavanhu usingadzosi.
uvheyevheye 	DKDKD 	14 	z 		uvheyevheye DKDKD z 14 . Uvheyevheye kuzunungutswa nemhepo kwehembe dzakayanikwa, kana michero iri mumuti.
uvhiyo 	DKD 	14 	z 		uvhiyo DKD z 14 . Uvhiyo kuva netsika dzisina kutsiga.
uvhururu 	D- 	14 	z 		uvhururu D- z 14 . Uvhururu zvimedu zvechokudya zvinenge zvichiwira pasi.
uvhuruvhuru 	D- 	14 	z 		uvhuruvhuru D- z 14 . Uvhuruvhuru hwechibage zvivhudzi zvinorembera kumuromo wacho chisati chaibva. uvhururu 14 .
uviri 	DDK 	14 	z 		uviri DDK z 14 . Uviri zvinoreva kuita chinhu vanhu vari vaviri.
uvirimi 	DKKD 	14 	z 		uvirimi DKKD z 14 . Uvirimi kuva munhu anofarira kutaura nezvekubudirira kwake pana vamwe.
uwachawacha 	D 	14 	z 		uwachawacha D z 14 . Uku kurira kwezvinhu zvakawanda zvakaita semari, kana zvichirovana.
uwakatira 	D- 	14 	z 		uwakatira D- z 14 . Uwakatira kudonha kwemari yesimbi kana zvimwewo zvakadaro.
uwakawaka 	D- 	14 	z 		uwakawaka D- z 14 . Urwu ruzha runoitwa panotsikwa kana panopepereka mashizha akaoma.
uwandu 	D- 	14 	z 		uwandu D- z 14 . Uwandu mashomekero kana makuriro anenge akaita zvinhu.
uwarakata 	D- 	14 	z 		uwarakata D- z 14 . uwakatira 14 .
uwarawara 	D- 	14 	z 		uwarawara D- z 14 . Utwu tumvura tusina kusimba, twunonanaya kwenguva pfupi. tupfunhambuya 13 .
uwayawaya 	D- 	14 	z 		uwayawaya D- z 14 . Utwu twunhu tunenge twakaraswa-raswa pasi panzvimbo imwe chete.
uyanano 	D- 	14 	z 		uyanano D- z 14 . Uku kuva vanhu vanenge vachishandira pamwe, pasina kupokana.
uyanga 	DKK 	14 	z 		uyanga DKK z 14 . Uyanga kubata zvinhu zvine utsvina mukati. Mukadzi ane uyanga haatsvaire mumba.
uyeni 	D- 	14 	z 		uyeni D- z 14 . Uyeni kuva munhu anenge ashanya panzvimbo.
uzanguku 	DDKK 	14 	z 		uzanguku DDKK z 14 . Urwu rudzi rwetumbuyu tunoruma huku. utata 14 .
uze-eze-e 	DKK 	14 	z 		uze-eze-e DKK z 14 . Uze-eze-e kutenderera-tenderera kwezvinhu zvakawanda mudenga. Kana koda kunaya, mashori anoita uze-eze-e mudenga.
uzengeya 	DKKD 	14 	z 		uzengeya DKKD z 14 . Uku kushaya kuzvibata, munhu achingoita chero zvaafunga, asingatarise kuti pane vanyarikani here.
uzhinji 	DKK 	14 	z 		uzhinji DKK z 14 . Uzhinji hwezvinhu ndihwo uwandu hwazvo.
uzima 	D- 	14 	z 		uzima D- z 14 . Pa uzima zvinoreva kuti iye munhu pachake.
uzivi 	DKK 	14 	z 		uzivi DKK z 14 . Munhu anonzi ane uzivi , kana ari munhu anofunga kuti anoziva zvose.
uzukuru 	DKKD 	14 	z 		uzukuru DKKD z 14 . Uhwu ukama huri pakati pambuya kana sekuru nemwana wemwana wavo. Uhwu ukama huri pakati patete nemwana wehanzvadzi yavo. Uhwu ukama huri pakati pasekuru nemwana wavatete kana wehanzvadzisikana.
uzuru 	DKD 	14 	z 		uzuru DKD z 14 . Ku uzuru zvinoreva kumusoro.
